author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,tweet
1.49509E+18,2023-05-04 23:11:26+00:00, ,1.65426E+18,es,0,0,0,25,"RT @Ramon_Live_22: Si wagner son nazis, que hacen en África? Y porque los países africanos prefieren a wagner que a los demócratas que tan…"
2564139349,2023-05-04 23:09:24+00:00, ,1.65426E+18,es,0,0,0,25,"RT @Ramon_Live_22: Si wagner son nazis, que hacen en África? Y porque los países africanos prefieren a wagner que a los demócratas que tan…"
1.60284E+18,2023-05-04 23:08:33+00:00, ,1.65426E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.41466E+18,2023-05-04 22:56:21+00:00, ,1.65426E+18,es,3,0,1,1,@PhantomRE6 Wagner debe regresar a Africa y que se jodan Putin y su junta sionista
2488473788,2023-05-04 22:46:48+00:00, ,1.65426E+18,es,0,0,0,25,"RT @Ramon_Live_22: Si wagner son nazis, que hacen en África? Y porque los países africanos prefieren a wagner que a los demócratas que tan…"
1.51074E+18,2023-05-04 22:43:57+00:00, ,1.65426E+18,es,95,0,11,25,"Si wagner son nazis, que hacen en África? Y porque los países africanos prefieren a wagner que a los demócratas que tan bien han estado robando durante los últimos 200 años? https://t.co/RyrxjDyl3i"
1.16847E+18,2023-05-04 22:22:15+00:00, ,1.65425E+18,en,0,0,0,81,RT @Tatarigami_UA: 12/ Wagner's presence in Africa supports autocrats in exchange for raw resources and raises concerns about their access…
1.51682E+18,2023-05-04 22:18:07+00:00, ,1.65425E+18,en,0,0,0,0,@mfa_russia @RusEmbUSA @AmbRusFrance @rusembitaly @EmbajadaRusaES @RusMission_EU @AmbRus_Algerie @RuEmbZimbabwe @RusembZ @russembkenya @RussianEmbassy What is wagner doing in africa? supporting bloody corrupt dictators. And you say you are not interfering X-)
147003384,2023-05-04 22:04:18+00:00, ,1.65425E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
310178081,2023-05-04 21:59:07+00:00, ,1.65424E+18,en,0,0,1,0,"@Styx811 @Ghost0fBrandon @CatholicusLaic @Spriter99880 Wagner is a mercenary company, not an ideological paramilitary unit of the Banderites. They recruit in Africa, the Middle-East, the Balkans. They are not ‘purebloods’ like the Azov nazis!"
356536686,2023-05-04 21:47:35+00:00, ,1.65424E+18,en,0,0,0,1,"RT @PCzekow: @yarotrof Looks like a Bayraktar TB2. Is it a 🇺🇦 one, which went extremely off course or is it a 🇷🇺 one? Wagner seems to have…"
480283801,2023-05-04 21:47:31+00:00, ,1.65424E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
1.61264E+18,2023-05-04 21:30:36+00:00, ,1.65424E+18,en,2,0,1,0,@MiguelC35471870 @SonjaEnde Wagner Group extorting Africa's 'blood diamonds' to fund operations https://t.co/wqGvKnP4Ba #Security via @CaravanseraiEN
7.45635E+17,2023-05-04 21:08:37+00:00, ,1.65423E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
19393766,2023-05-04 21:06:39+00:00, ,1.65423E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
2392710492,2023-05-04 21:02:19+00:00, ,1.65423E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
9.10428E+17,2023-05-04 21:01:08+00:00, ,1.65423E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
4344819981,2023-05-04 20:52:36+00:00, ,1.65423E+18,es,0,0,0,0,"Por Africa hay mucho wagner y mucho terrorista de Daesh.
-
No mola..!! https://t.co/xzVh3uSMhg"
1.29331E+18,2023-05-04 20:49:55+00:00, ,1.65423E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
908775350,2023-05-04 20:43:03+00:00, ,1.65423E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.33542E+18,2023-05-04 20:00:55+00:00, ,1.65421E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
8.76558E+17,2023-05-04 19:55:26+00:00, ,1.65421E+18,en,0,0,0,0,@Dleetafterdeath @spawnofKahn Wagner are highly invested in Africa!!!
1.46641E+18,2023-05-04 19:50:49+00:00, ,1.65421E+18,en,1,0,0,1,"@yarotrof Looks like a Bayraktar TB2. Is it a 🇺🇦 one, which went extremely off course or is it a 🇷🇺 one? Wagner seems to have some of them at least in Africa. https://t.co/yUIwq8yR7Q"
1.52179E+18,2023-05-04 19:49:25+00:00, ,1.65421E+18,en,0,0,0,0,@phakxx I don't buy this argument! The conflict in Africa are both local and multiple foreign interest competitive ventures. (From Extreme militant islamic to Russian Wagner to dictator military regimes and multinational profiteers of all sorts of origins.
1.54736E+18,2023-05-04 19:47:41+00:00, ,1.65421E+18,en,0,0,0,0,@GeeDawg55975157 The russians have access to third party TB2s via the russian and wagner presence in Africa…
1.49866E+18,2023-05-04 19:16:29+00:00, ,1.6542E+18,en,0,0,0,0,"@RusConsCapetown @TheCapeArgus @mfa_russia @EmbassyofRussia @IOL @africaupdates @diplomatic_the @TheDiplOmats_ @BRICSza ah that's why you send Wagner troops to Africa....somehow they must have misunderstood their mission 
https://t.co/jxHH02f1et"
8.68809E+17,2023-05-04 19:08:09+00:00, ,1.6542E+18,en,0,0,2,0,"@RandomIndivid01 @AsaadHannaa You do realise the topic was the abuse by Russians (Wagner) of people in Africa in response to a comment on Wagner?

I did say that at least we have more accountability and we don’t see this sort of things. 

It was you that claimed we did whilst admitting that we convicted 1/2"
2351919157,2023-05-04 18:59:55+00:00, ,1.6542E+18,en,0,0,0,0,"@boldumb @Carkidd1 @UAWeapons We've seen evidence of Wagner using TB2 in Africa.

African countries bought lots of these, it's probably not hard to get your hands on one."
724391580,2023-05-04 18:53:07+00:00, ,1.6542E+18,en,0,0,0,1,RT @27Strong1: @Freesty51395226 @rmbernardos @alphaversio @Spriter99880 No. There are NO NATO BASES IN AFRICA.  Growing presence of those v…
1.48164E+18,2023-05-04 18:53:05+00:00, ,1.6542E+18,en,0,0,0,0,"@mcgeo99 @bajun001 @UAWeapons @Carkidd1 Wagner uses tb2 on africa, again, im not saying that this is 100% a russian drone, just that we cant be 100% regarding if it is ukrainian or russian, so we cant know if it is a friendly fire case https://t.co/Hyn099zyTF"
137806589,2023-05-04 18:50:12+00:00, ,1.6542E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
4193650647,2023-05-04 18:47:01+00:00, ,1.6542E+18,pt,0,0,0,0,"Ou ""traição"" de Putin para que o Grupo Wagner se  Phioda. O Grupo cresceu e domina os ""negócios"" do ouro, pedras preciosas, dentre outras atividades na ÁFRICA https://t.co/rRnXHh2FqM"
31167189,2023-05-04 18:46:05+00:00, ,1.6542E+18,en,13,1,2,3,"#WagnerGroup accused of plotting a ‘confederation of states’ in Africa.

accused by whom do U think?  Africa? No African would ""accuse"" Wagner of such thing. Something doesn't add up, don't you think? Is Africa the grass on which mammoths going to battle?
https://t.co/GClGRZUAug"
1.10022E+18,2023-05-04 18:45:48+00:00, ,1.6542E+18,en,6,0,4,0,"@UAWeapons I was saying that you don't have any 100% proof at this point that the TB-2 is Ukrainian. 

Wagner has operated them in Africa. 

https://t.co/TQnhGSb5Te

The Belarusian border is 100km from Kyiv."
3402532803,2023-05-04 18:38:02+00:00, ,1.65419E+18,en,4,0,1,0,@Osinttechnical Maybe it's one of the TB2's that Wagner had looted in Africa?
3402532803,2023-05-04 18:36:23+00:00, ,1.65419E+18,en,0,0,1,0,@DefMon3 @AbraxasSpa @KyleJGlen Maybe it's one of the TB2's that Wagner had the chance to loot in Africa 🤷‍♂️
172134640,2023-05-04 18:19:17+00:00, ,1.65419E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.63397E+18,2023-05-04 18:15:47+00:00, ,1.65419E+18,en,1,0,1,0,"@Anar83073281 @mdfzeh Gotta say, Wagner in Ukraine is the dumbest idea (and I totally get in Africa, etc)"
1.33296E+18,2023-05-04 18:14:05+00:00, ,1.65419E+18,en,0,0,1,0,"@MaxMarkovic @Alt_RightBot Wagner is decolonizing Africa and denazifying the Ukraine. And no, Netanyahu is not le bad apple. Zionism is Nazism, all Zionists are guilty"
232675460,2023-05-04 18:09:15+00:00, ,1.65419E+18,en,0,0,0,0,"""It documents the history of this organization, from its beginnings in the civil war in Syria to its present day work in Ukraine and for dictators and mining companies across Africa.""

@ArenBergstrom reviews THE RISE OF WAGNER for #HotDocs23.
https://t.co/eNn4gIACdC"
1.58596E+18,2023-05-04 18:06:34+00:00, ,1.65419E+18,en,0,0,0,0,"Wagner Group surges in Africa as U.S. influence fades, leak reveals https://t.co/nuUXHmLdd8"
1.57997E+18,2023-05-04 18:05:27+00:00, ,1.65419E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
4472899041,2023-05-04 18:00:25+00:00, ,1.65418E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
3242043744,2023-05-04 17:42:47+00:00, ,1.65418E+18,en,0,0,0,0,"Anu Maria Joseph
Research Assistant, Science, Technology, and International Relations Programme 

The Wagner group’s actions in Africa
The Hindu, 24 April 2023
https://t.co/uiSxSLW7Dx"
4181319982,2023-05-04 17:41:27+00:00, ,1.65418E+18,en,0,0,0,35,"RT @HerryNapit: Tell BRICS; Brazil, Russia, India, China and South Africa to stop appeasing Putin. Stop the terrorism of the Russian Federa…"
1.48106E+18,2023-05-04 17:28:24+00:00, ,1.65418E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
1.55736E+18,2023-05-04 17:18:32+00:00, ,1.65417E+18,en,0,0,0,0,"@EmbassyofRussia Criminal russian liars. Ruining the lives of Africans giving weapons to corrupt African government oppressing people and raping their citizens.  Shameful criminals

https://t.co/rR58bUeI8k"
56128879,2023-05-04 17:16:30+00:00, ,1.65417E+18,en,0,0,0,0,"@marlesteves @CheburekiMan @squirrel_no 1.Wagner is in Africa on invetatoon of regular governments of thous countries
2.USA as we speak is stilling oil from Syria ... totally elegaly 
3. ""Ukraine did not bother anyone"" 
Tell that to 200 Russian kid's killed from 2014 by ""Ukrain Wich did not bother anyone"" https://t.co/YAGQve1tdp"
2868860479,2023-05-04 16:58:13+00:00, ,1.65417E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
313675859,2023-05-04 16:53:29+00:00, ,1.65417E+18,en,0,0,0,35,"RT @HerryNapit: Tell BRICS; Brazil, Russia, India, China and South Africa to stop appeasing Putin. Stop the terrorism of the Russian Federa…"
9.64543E+17,2023-05-04 16:08:24+00:00, ,1.65416E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.44039E+18,2023-05-04 16:05:50+00:00, ,1.65416E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
534129594,2023-05-04 15:56:17+00:00, ,1.65415E+18,en,0,0,0,0,"@hkrugertjie @IvoVegter Oh yes, Wagner activity in conflict zones all over Africa is just US propaganda I suppose.

I mean, it's pretty clear that you're not objective in any event."
1.62736E+18,2023-05-04 15:52:54+00:00, ,1.65415E+18,es,0,0,0,0,@Political_Room @FpAnalisis Eso ya vi y analize y vi como engaña a africa le roba todo y esa gente mata gente y la gente de africa dice que se expanden se confunden con los ciudadanos y el residente sacara esa gente y wagner ante ucrania tienen miedo y boten esos pidan ayuda a eeuu
1.49813E+18,2023-05-04 15:51:02+00:00, ,1.65415E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
2587788346,2023-05-04 15:50:44+00:00, ,1.65415E+18,en,0,0,0,0,"@VOASouthSudan I hope Biden pointed out Russia/Wagner Group and Chinese support of RSF - China and Russia, new colonizers of Africa, are benefiting from instability in the region."
1.60358E+18,2023-05-04 15:50:11+00:00, ,1.65415E+18,en,0,0,0,0,"@blackstone You know as well as I do that after this, Wagner Group is going to deploy to Africa as part of a series of wars to take Africa from the colonial powers. The US will need a dynamic leader like @BarackObama  at the UN in Nairobi to counter this threat!"
8.84952E+17,2023-05-04 15:48:35+00:00, ,1.65415E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.59478E+18,2023-05-04 15:44:30+00:00, ,1.65415E+18,en,0,0,0,2,"RT @NeilMullens: The #WagnerGroup Isn’t the Only Proxy Company Waging the #Kremlin’s Widening World War - It’s Just the Biggest

15-30 grou…"
1.59814E+18,2023-05-04 15:25:46+00:00, ,1.65415E+18,en,0,0,0,33,"RT @JamesPorrazzo: Wagner Group worldwide.

Not just Novorussia and Ukraine. 

Don't forget Syria, where Wagner rescued President Assad, de…"
1.46024E+18,2023-05-04 15:20:22+00:00, ,1.65414E+18,en,0,0,0,0,@EmbassyofRussia Then stop weapanizing Africa with your 80ie army equipment and call Wagner mercenaries home.🙏
1.16698E+18,2023-05-04 15:12:47+00:00, ,1.65414E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
8.51845E+17,2023-05-04 15:02:45+00:00, ,1.65414E+18,en,0,0,0,0,"@charlsnkanda @charles_lotara @Spriter99880 Exactly what russia does then 
https://t.co/zEx48sKrSk"
1.63594E+18,2023-05-04 14:59:38+00:00, ,1.65414E+18,en,0,0,0,0,"@EmbassyofRussia no, ruzzia now lead genocide in africa through wagner 

ruzzia Z nazi land is a terrorist state https://t.co/bCQim1vKUi"
50968251,2023-05-04 14:30:34+00:00, ,1.65413E+18,en,1,0,0,2,"The #WagnerGroup Isn’t the Only Proxy Company Waging the #Kremlin’s Widening World War - It’s Just the Biggest

15-30 groups are operating in #EasternEurope, the #MiddleEast, #NorthAfrica, and sub-Saharan #Africa.  

Brian Latham @BylineTimes @SydesJokes
https://t.co/RmFrSbrPwE"
9.64515E+17,2023-05-04 14:26:44+00:00, ,1.65413E+18,en,0,0,0,17,"RT @RStatecraft: NEW @sahelblog: Hysteria over Wagner Group plotting in Africa reduces very serious problems in Sudan, Chad and other place…"
1.53227E+18,2023-05-04 14:26:12+00:00, ,1.65413E+18,en,0,0,0,33,"RT @JamesPorrazzo: Wagner Group worldwide.

Not just Novorussia and Ukraine. 

Don't forget Syria, where Wagner rescued President Assad, de…"
1.58387E+18,2023-05-04 14:25:45+00:00, ,1.65413E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
1.27742E+18,2023-05-04 14:16:36+00:00, ,1.65413E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
18683850,2023-05-04 13:57:02+00:00, ,1.65412E+18,en,0,0,1,0,@LukeHeerdan @zei_squirrel Well why did Russia start the massive war with Afghanistan and Iraq? Why did they invade? What about Syria? Why did the Wagner group do so many genocides to assist the evil dictator? Wagner threw phosphorus bombs on Syrian children. South Africa supports all this? Unbelievable!
1.51001E+18,2023-05-04 13:50:59+00:00, ,1.65412E+18,en,0,0,1,0,"@MedvedevRussiaE On an agenda for Negotiations. 
US Private Military Contractors blossomed with Katrina Hurricane. Wagner was created and shaped to emulate them. We can do mutual extradition, of non-Government actors out of Africa. It's as old as time it self. Roman Empire,"
9.84504E+17,2023-05-04 13:46:49+00:00, ,1.65412E+18,en,0,0,2,0,@seaIeveIcain @613muttsu @Tatran_Chamois @WarMonitors I can only comment on the Wagner issue because it's the one I understand. I don't understand your first question regarding China. The Wagner Group is in Africa doing a good job at protecting governments from being targeted by external factors which will result in civil wars.
1.59109E+18,2023-05-04 13:46:12+00:00, ,1.65412E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
7.07827E+17,2023-05-04 13:45:07+00:00, ,1.65412E+18,en,0,0,0,17,"RT @RStatecraft: NEW @sahelblog: Hysteria over Wagner Group plotting in Africa reduces very serious problems in Sudan, Chad and other place…"
1.21474E+18,2023-05-04 13:44:24+00:00, ,1.65412E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
4525488736,2023-05-04 13:21:43+00:00, ,1.65411E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.0106E+18,2023-05-04 13:21:00+00:00, ,1.65411E+18,en,0,0,0,17,"RT @RStatecraft: NEW @sahelblog: Hysteria over Wagner Group plotting in Africa reduces very serious problems in Sudan, Chad and other place…"
1.60808E+18,2023-05-04 13:12:56+00:00, ,1.65411E+18,en,0,1,1,0,"🇧🇫 Burkina Faso 🇧🇫
According to several of my sources in Burkina, the people will demonstrate against the government of Ibrahim Traoré on Saturday, May 6

#Burkina #Africa  #Wagner #terrorism #threat #ouagadougou https://t.co/h05J2lLSXL"
42013194,2023-05-04 13:10:31+00:00, ,1.65411E+18,en,0,0,0,0,"Shocked but not surprised.

https://t.co/YwDwk8gn4K"
123263308,2023-05-04 13:05:48+00:00, ,1.65411E+18,en,0,0,0,59,RT @KorsunskySergiy: ruZZian propaganda portrait ruZZia as innocent victim of the West. The truth is that ruZZia supports dozens of rogue p…
279176310,2023-05-04 13:03:15+00:00, ,1.65411E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
7.92922E+17,2023-05-04 12:52:20+00:00, ,1.65411E+18,en,0,0,0,17,"RT @RStatecraft: NEW @sahelblog: Hysteria over Wagner Group plotting in Africa reduces very serious problems in Sudan, Chad and other place…"
346527009,2023-05-04 12:52:16+00:00, ,1.65411E+18,en,0,0,0,17,"RT @RStatecraft: NEW @sahelblog: Hysteria over Wagner Group plotting in Africa reduces very serious problems in Sudan, Chad and other place…"
7.15095E+17,2023-05-04 12:50:56+00:00, ,1.65411E+18,en,0,0,0,17,"RT @RStatecraft: NEW @sahelblog: Hysteria over Wagner Group plotting in Africa reduces very serious problems in Sudan, Chad and other place…"
22622502,2023-05-04 12:47:38+00:00, ,1.65411E+18,it,0,0,0,0,"#Cina più #Wagner, in #Africa l'instabilità è contaminata. Parla Castiglioni https://t.co/Sfo8XAX8kB"
1.49547E+18,2023-05-04 12:46:29+00:00, ,1.65411E+18,en,34,1,4,0,"@EmbassyofRussia sure, kind RaSSia sent no Wagner killers to Central Africa, right? 🤮"
1.43132E+18,2023-05-04 12:43:49+00:00, ,1.6541E+18,en,0,0,0,0,"@JimBarrett @Millermutch @carlbildt Wagner is an extension of Russian foreign policy. Stop deluding yourself, clown 🤡. It’s currently active through out Africa and is committing war crimes. Wagner = Russia 🇷🇺. https://t.co/JoWgnBI6wP"
188143601,2023-05-04 12:39:39+00:00, ,1.6541E+18,und,0,0,0,24,"RT @HerryNapit: Putin's war in #Ukraine hit the poor, Buddhist, and Muslim minorities in the Russian Federation.

Prigozhin and Russia's Wa…"
707569658,2023-05-04 12:10:26+00:00, ,1.6541E+18,en,0,0,0,54,"RT @HerryNapit: Putin: Citizens of the Russian Federation, Russians, the Russian Army, and Russia's Wagner Group hit Chechnya, Moldova, Geo…"
2336602908,2023-05-04 12:03:22+00:00, ,1.65409E+18,en,5,0,1,0,"@GoodVibePolitik Never happened.

Liberals were dying in BENELUX, Norway, France and North Africa thanks to soviet oil.

And if you refer to the present, Rusich and wagner neo-nazis have no qualms in fighting together with nominal communists."
2227526898,2023-05-04 12:00:38+00:00, ,1.65409E+18,en,0,0,0,17,"RT @HerryNapit: The UN resolution mentioned Russia as the aggressor, with 122 votes in favor.

Putin's allies in BRICS, Brazil, and China a…"
344938512,2023-05-04 11:59:58+00:00, ,1.65409E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
2227526898,2023-05-04 11:56:30+00:00, ,1.65409E+18,en,0,0,0,18,"RT @HerryNapit: The Kremlin: Karma has no deadline. Stop the crimes against humanity in Ukraine: Bakhmut, Odesa, Kherson, etc. 

Putin, Pri…"
2227526898,2023-05-04 11:56:15+00:00, ,1.65409E+18,en,0,0,0,35,"RT @HerryNapit: Tell BRICS; Brazil, Russia, India, China and South Africa to stop appeasing Putin. Stop the terrorism of the Russian Federa…"
2227526898,2023-05-04 11:56:12+00:00, ,1.65409E+18,en,0,0,0,54,"RT @HerryNapit: Putin: Citizens of the Russian Federation, Russians, the Russian Army, and Russia's Wagner Group hit Chechnya, Moldova, Geo…"
1.49527E+18,2023-05-04 11:50:38+00:00, ,1.65409E+18,en,0,0,0,415,"RT @Abbakar_affan: Someone challenge me, that i don't know how to shot grouping target 

Don’t want to brag but … even Wagner PMCs can't tr…"
276442577,2023-05-04 11:41:37+00:00, ,1.65409E+18,en,0,0,0,27,"RT @BylineTimes: 🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explor…"
1.55386E+18,2023-05-04 11:40:17+00:00, ,1.65409E+18,en,0,0,1,0,"@atansi @angeluxmike71 @DefenseNigeria Yulo the sad clown ! 🤡 You are the one spreading lies.
Russian regime and its criminal satellites are a predator to everyone, including russian citizens, it certainly cannot be a safe and helpful partner for Africa. Period.

https://t.co/cQzcIN6j8T"
1.28457E+18,2023-05-04 11:34:22+00:00, ,1.65409E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.03542E+18,2023-05-04 11:31:52+00:00, ,1.65409E+18,en,44,2,2,27,"🔴Wagner Isn’t the Only Proxy Company Waging the Kremlin’s Widening World War - It’s Just the Biggest 

Brian Latham explores the relative success of Yevgeny Prigozhin’s private military company and its clash with China in a new scramble for Africa

https://t.co/FY9bhSOzT7"
109684332,2023-05-04 11:27:48+00:00, ,1.65409E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
1.62779E+18,2023-05-04 11:27:12+00:00, ,1.65409E+18,en,0,0,2,0,@RevengeIsWheat @MintSauceSarnie Russia are in Africa already - that’s where Wagner and it’s associated were and Syria prior to UKR. Vested interest in Venezuela also I’m led to believe.
269666084,2023-05-04 11:26:15+00:00, ,1.65409E+18,en,2,0,0,0,Also be more cognizant of what Russia + Wagner are doing in Africa than the Balkans. Bc the Russians have been here forever &amp; they can just sit back for the moment. But when they are *taking control of whole countries &amp; throwing the French out* that's Europe's issue.
314190453,2023-05-04 11:13:39+00:00, ,1.65408E+18,es,0,0,0,34,"RT @Political_Room: 🇷🇺🇺🇸El Grupo Wagner tiene cada vez más presencia e influencia en África, algo que EEUU trata de contrarestar.

En este…"
156285853,2023-05-04 11:11:22+00:00, ,1.65408E+18,it,0,0,0,1,"RT @CMGrassi: Cina più Wagner, in Africa l'instabilità è contaminata. Parla Castiglioni - https://t.co/cTv3WZ3vvM https://t.co/ZgGrkHuY1T"
156285853,2023-05-04 11:10:54+00:00, ,1.65408E+18,zxx,0,0,0,0,https://t.co/YfWYfY09tc https://t.co/4tc8hyeRgS
